movie_id,cast,crew,cast_size
23742,Bruce Willis,Kevin Smith,23
8966,Kristen Stewart,Catherine Hardwicke,26
8470,Denzel Washington,Nick Cassavetes,15
11001,Martin Lawrence,Les Mayfield,51
2163,Kurt Russell,Jonathan Mostow,15
8409,Vin Diesel,F  Gary Gray,15
222936,Bradley Cooper,Cameron Crowe,17
48171,Anthony Hopkins,Mikael H fstr m,12
782,Ethan Hawke,Andrew Niccol,12
365222,Donnie Yen,Wilson Yip,16
268,Jack Nicholson,Tim Burton,19
10054,Alexa PenaVega,Robert Rodriguez,16
44264,Jeff Bridges,Joel Coen,31
1598,Robert De Niro,Martin Scorsese,27
8065,Jim Sturgess,Robert Luketic,13
271718,Amy Schumer,Judd Apatow,34
11638,Bernie Mac,Kevin Rodney Sullivan,7
11459,Michael Angarano,Mike Mitchell,20
10806,Kevin Kline,Frank Oz,19
9348,Natasha Henstridge,Roger Donaldson,53
8843,Jennifer Lopez,Tarsem Singh,20
39486,Diane Lane,Randall Wallace,26
1273,Chris Evans,Kevin Munroe,15
13920,Cuba Gooding Jr ,Mike Tollin,6
1883,Denzel Washington,Spike Lee,69
89492,Paul Rudd,Judd Apatow,26
22949,Robin Williams,Walt Becker,22
609,Craig T  Nelson,Tobe Hooper,16
13051,Mark Wahlberg,John Moore,17
49530,Justin Timberlake,Andrew Niccol,26
423,Adrien Brody,Roman Polanski,74
2288,Julia Roberts,Mike Nichols,18
88794,Leonardo DiCaprio,Clint Eastwood,19
13515,Kiefer Sutherland,Alexandre Aja,9
169,Kevin Peter Hall,Stephen Hopkins,38
8090,Diane Lane,Gregory Hoblit,18
9541,Ben Affleck,Kevin Smith,14
94348,Tyler Perry,Rob Cohen,12
336004,Jeffrey Dean Morgan,Scott Mann,37
10410,Jack Nicholson,Danny DeVito,106
321741,Will Smith,Peter Landesman,72
59965,Taylor Lautner,John Singleton,34
14175,Ewan McGregor,Gary Chapman,15
11004,Michael Douglas,Curtis Hanson,15
98357,Mark Wahlberg,Allen Hughes,22
10012,Portia de Rossi,Wes Craven,16
268920,Reese Witherspoon,Anne Fletcher,114
119283,Jason Statham,Taylor Hackford,31
11823,Kirsten Dunst,Richard Loncraine,10
118957,Sharni Vinson,Kimble Rendall,17
849,Ken Marshall,Peter Yates,25
22787,Kate Beckinsale,Dominic Sena,17
37498,Jean Claude Van Damme,Tsui Hark,6
144336,Arnold Schwarzenegger,David Ayer,57
9616,Heath Ledger,Brian Helgeland,10
14113,Tim Allen,Peter Hewitt,15
285783,Joseph Gordon Levitt,Robert Zemeckis,65
9726,Russell Crowe,Ridley Scott,63
20763,Elijah Wood,Richard Donner,19
45958,Javier Bardem,Alejandro Gonz lez I  rritu,52
1969,Pen lope Cruz,Joachim R nning,17
127493,Nicolas Cage,Simon West,13
12429,Yuria Nara,Hayao Miyazaki,24
18254,Warren Beatty,Warren Beatty,36
10877,Steven Seagal,Andrzej Bartkowiak,27
10685,James Spader,Joe Charbanic,15
72387,Jason Statham,Boaz Yakin,15
12596,John Cusack,Mike Newell,5
13460,Rhona Mitra,Neil Marshall,56
8055,Kate Winslet,Stephen Daldry,26
50647,Paul Rudd,David Wain,31
10719,Will Ferrell,Jon Favreau,24
9294,John Travolta,Jon Turteltaub,16
11888,Jim Belushi,Brian Levant,9
9647,Bill Murray,Richard Donner,34
9353,Jack Black,Jared Hess,11
55721,Kristen Wiig,Paul Feig,27
10307,Patricia Arquette,Rupert Wainwright,15
22907,Chris Brown,John Luessenhop,18
45612,Jake Gyllenhaal,Duncan Jones,24
7305,Ethan Hawke,Frank Marshall,40
11519,Dan Aykroyd,Steven Spielberg,36
31867,Jude Law,Miguel Sapochnik,15
3587,Whoopi Goldberg,Norman Jewison,9
302156,Kevin Costner,Ariel Vromen,62
87502,Denzel Washington,Robert Zemeckis,18
698,Roger Moore,Lewis Gilbert,19
10559,Dennis Quaid,Gregory Hoblit,20
296099,Ed Helms,John Francis Daley,45
8012,John Travolta,Barry Sonnenfeld,16
1574,Catherine Zeta Jones,Rob Marshall,20
9032,Adam Sandler,Dennis Dugan,20
862,Tom Hanks,John Lasseter,13
1637,Keanu Reeves,Jan de Bont,58
72570,Rachel McAdams,Michael Sucsy,14
132363,Forest Whitaker,Lee Daniels,28
807,Brad Pitt,David Fincher,49
17654,Sharlto Copley,Neill Blomkamp,43
6557,Katherine Heigl,Anne Fletcher,31
82654,Nicholas Hoult,Jonathan Levine,36
59967,Joseph Gordon Levitt,Rian Johnson,34
9598,Christine Cavanaugh,Chris Noonan,18
8780,Tina Fey,Michael McCullers,19
9715,Sandra Bullock,Forest Whitaker,15
10521,Anne Hathaway,Gary Winick,28
227783,Will Arnett,Peter Lepeniotis,19
4133,Johnny Depp,Ted Demme,34
21972,Shad Moss,John Schultz,13
4347,Keira Knightley,Joe Wright,47
4105,Michael Douglas,Ridley Scott,53
9918,Josh Lucas,James Gartner,20
273481,Emily Blunt,Denis Villeneuve,41
307081,Jake Gyllenhaal,Antoine Fuqua,24
41233,Rick Malambri,Jon M  Chu,113
9266,Kate Bosworth,John Stockwell,15
50456,Saoirse Ronan,Joe Wright,18
133805,Chlo  Grace Moretz,Kimberly Peirce,19
12244,Christopher Plummer,Shane Acker,10
9452,Warren Beatty,Warren Beatty,40
239566,Chadwick Boseman,Tate Taylor,63
9271,Denzel Washington,Brett Leonard,11
48340,Ioan Gruffudd,Alister Grierson,13
16232,Bernie Mac,Charles Stone III,11
9920,Milla Jovovich,Kurt Wimmer,21
18550,Laurence Fishburne,Kevin Hooks,15
3489,Al Pacino,Jon Avnet,15
37707,Adrien Brody,Vincenzo Natali,8
9042,Cole Hauser,Bruce Hunt,15
17813,Luke Wilson,Rob Reiner,22
11208,Josh Hartnett,Paul McGuigan,12
28902,Annette Bening,Neil Jordan,12
11058,Greg Kinnear,Nick Hamm,8
9989,Ryan Phillippe,Peter Howitt,20
9665,Matthew Broderick,Edward Zwick,17
17186,Steve Howey,Steve Boyum,13
13967,Ewan McGregor,Chris Noonan,25
2008,Cecilia Cheung,Chen Kaige,6
76349,Jackie Chan,Jackie Chan,22
265208,Jason Statham,Simon West,25
11499,Michael Sheen,Ron Howard,25
323676,Melissa McCarthy,Ben Falcone,12
12506,Denzel Washington,Richard Attenborough,30
24071,Loren Dean,Lawrence Kasdan,16
9667,Adrien Brody,John Maybury,22
812,Scott Weinger,Ron Clements,24
562,Bruce Willis,John McTiernan,47
15373,Seann William Scott,David Wain,29
14292,Kurt Russell,Gavin O Connor,10
2832,John Cusack,James Mangold,22
137093,Robert De Niro,Jon Turteltaub,17
9778,John Cusack,Peter Chelsom,19
8831,Jean Claude Van Damme,Peter Hyams,15
9398,Ben Stiller,Ben Stiller,104
112949,Julianne Hough,Lasse Hallstr m,21
10439,Bette Midler,Kenny Ortega,32
23483,Aaron Taylor Johnson,Matthew Vaughn,26
11780,Liam Neeson,Michael Caton Jones,24
10383,Winona Ryder,Janusz Kami ski,21
9746,Tenzin Thuthob Tsarong,Martin Scorsese,5
59859,Aaron Taylor Johnson,Jeff Wadlow,22
13495,Viggo Mortensen,Agust n D az Yanes,16
700,Roger Moore,John Glen,83
4964,Seth Rogen,Judd Apatow,37
5125,Omar Metwally,Gavin Hood,15
245,Hugh Grant,Chris Weitz,33
9825,Bill Pullman,Steve Miner,17
61891,Jamie Campbell Bower,Roland Emmerich,78
2666,Rufus Sewell,Alex Proyas,18
12783,Keira Knightley,Saul Dibb,13
28355,Ren e Zellweger,Christian Alvart,38
31582,Robert De Niro,Joel Schumacher,5
16617,LL Cool J,Renny Harlin,14
2055,Kevin Costner,Kevin Costner,15
1551,Kiefer Sutherland,Joel Schumacher,19
11460,Rachel McAdams,Wes Craven,24
22894,Paul Bettany,Scott Stewart,15
134374,Mark Wahlberg,Michael Bay,25
11509,Kevin Kline,Lawrence Kasdan,39
7445,Tobey Maguire,Jim Sheridan,24
70436,John Cusack,James McTeigue,11
36355,Elijah Wood,Alan Shapiro,7
238615,Ryan Reynolds,Tarsem Singh,43
380,Dustin Hoffman,Barry Levinson,39
13223,Clint Eastwood,Clint Eastwood,51
10523,Josh Brolin,Oliver Stone,18
8681,Liam Neeson,Pierre Morel,35
50014,Emma Stone,Tate Taylor,34
7191,Lizzy Caplan,Matt Reeves,57
168530,Ice Cube,Tim Story,45
392,Juliette Binoche,Lasse Hallstr m,22
11969,Kurt Russell,George P  Cosmatos,42
794,Gregory Peck,Richard Donner,32
75174,Liam Neeson,Joe Carnahan,16
769,Robert De Niro,Martin Scorsese,137
111,Al Pacino,Brian De Palma,63
77866,Mark Wahlberg,Baltasar Korm kur,15
9416,Chris Tucker,Brett Ratner,5
14177,Queen Latifah,Bille Woodruff,14
227156,Jeff Bridges,Phillip Noyce,23
590,Nicole Kidman,Stephen Daldry,19
190955,Clive Owen,Guillaume Canet,16
5123,Freddie Highmore,Kirsten Sheridan,59
4518,Cate Blanchett,Shekhar Kapur,18
6116,Victoria Beckham,Bob Spiers,37
57431,Sam Rockwell,David Gordon Green,31
21724,Shoshana Bush,Damien Dante Wayans,10
11543,Woody Harrelson,Bobby Farrelly,33
284536,Mark Wahlberg,Rupert Wyatt,22
9469,Denzel Washington,Spike Lee,29
22971,Amanda Seyfried,Lasse Hallstr m,9
34813,Jeffrey Dean Morgan,Sylvain White,16
10431,Jet Li,Philip G  Atwell,21
9352,Scott Mechlowicz,Jeff Schaffer,22
22825,Cameron Diaz,Richard Kelly,16
11152,Shawn Ashmore,Carter Smith,5
276907,Tom Hardy,Brian Helgeland,40
10074,Andy Samberg,Akiva Schaffer,20
65055,Sara Paxton,David R  Ellis,12
200505,Kevin Costner,Ivan Reitman,19
11954,Steve Railsback,Tobe Hooper,15
293646,Antonio Banderas,Patricia Riggen,26
59440,Tom Hardy,Gavin O Connor,28
10655,Jeff Daniels,Ronald F  Maxwell,22
8988,Ryan Phillippe,Kimberly Peirce,89
15992,Katie Holmes,Stephen Gaghan,14
64639,James Marsden,Rod Lurie,20
9903,Richard Gere,Lasse Hallstr m,27
21338,Brian Bosworth,Craig R  Baxley,16
20766,Viggo Mortensen,John Hillcoat,15
24264,Tanya Roberts,John Guillermin,8
9067,Lori Petty,Rachel Talalay,76
8338,Julianne Moore,Fernando Meirelles,17
168705,Kristanna Loken,Uwe Boll,11
72113,Kate Winslet,Roman Polanski,6
39845,Helen Mirren,Taylor Hackford,12
36696,Anna Bolshova,Inna Evlannikova,10
38543,James Purefoy,Jonathan English,41
33157,Rod Steiger,Sergey Bondarchuk,21
242166,Cam Gigandet,Mario Van Peebles,13
83770,Garrett Hedlund,Walter Salles,17
4233,David Arquette,Wes Craven,75
1788,Kevin Bacon,Herbert Ross,13
11635,Luke Wilson,Todd Phillips,14
10480,Ren e Zellweger,Neil LaBute,21
18828,Orlando Jones,George Gallo,7
24961,Diana Ross,Sidney Lumet,10
43593,Elisabeth Shue,Alexandre Aja,20
41283,Dwayne Johnson,George Tillman  Jr ,20
19908,Jesse Eisenberg,Ruben Fleischer,16
9737,Will Smith,Michael Bay,32
2787,Vin Diesel,David Twohy,15
152601,Joaquin Phoenix,Spike Jonze,37
10866,Steve Zahn,John Dahl,28
19150,Richard Dreyfuss,Michael Dinner,13
70435,Gina Carano,Steven Soderbergh,14
354110,Demi Moore,Jon Cassar,16
22215,Michelle Pfeiffer,Stephen Frears,16
11632,Reese Witherspoon,Mira Nair,13
3021,John Cusack,Mikael H fstr m,40
957,Mel Brooks,Mel Brooks,28
251,Patrick Swayze,Jerry Zucker,14
14635,Dennis Quaid,John Lee Hancock,9
11090,Rob Schneider,Luke Greenfield,14
783,Ben Kingsley,Richard Attenborough,92
1642,Sandra Bullock,Irwin Winkler,32
10950,Sean Penn,Jessie Nelson,38
235260,Roma Downey,Christopher Spencer,35
277,Kate Beckinsale,Len Wiseman,32
8999,Clive Owen,Mikael H fstr m,19
10445,Anthony Hopkins,Richard Attenborough,14
270487,Josh Brolin,Joel Coen,87
204082,Jason Statham,Gary Fleder,16
5550,Robert John Burke,Fred Dekker,22
9075,Carice van Houten,Paul Verhoeven,18
11661,Diane Kruger,Christian Carion,15
109513,Kristen Bell,Dax Shepard,18
12085,Diane Keaton,Callie Khouri,9
38985,Roy Scheider,William Friedkin,14
44113,Frances Conroy,John Curran,11
21494,Romain Duris,Laurent Tirard,11
153158,Juan Jos  Campanella,Juan Jos  Campanella,15
10724,Clint Eastwood,Clint Eastwood,54
20857,Keanu Reeves,Brian Robbins,21
19255,John Krasinski,Sam Mendes,17
10187,Kevin Costner,Joshua Michael Stern,28
44857,Elisabeth Shue,John Duigan,16
50780,Jodie Foster,Jodie Foster,7
1946,Jennifer Jason Leigh,David Cronenberg,17
9682,Kristen Bell,Jim Sonzero,15
16290,Johnny Knoxville,Jeff Tremaine,42
579,Roy Scheider,Jeannot Szwarc,20
226486,Melissa McCarthy,Ben Falcone,40
8326,Sigourney Weaver,Andrew Davis,23
13497,Nick Cannon,Charles Stone III,15
376659,Mila Kunis,Jon Lucas,33
10073,Alyson Hannigan,Jason Friedberg,22
273895,David Oyelowo,Ava DuVernay,38
8968,Emily Deschanel,Stephen T  Kay,17
9963,Sandra Bullock,Mennan Yapo,20
21208,Vera Farmiga,Jaume Collet Serra,24
272878,Thomas Haden Church,Boaz Yakin,34
9760,Kal Penn,Jason Friedberg,18
314365,Mark Ruffalo,Tom McCarthy,74
16052,Jennifer Lopez,Gregory Nava,12
1164,Brad Pitt,Alejandro Gonz lez I  rritu,50
14359,Meryl Streep,John Patrick Shanley,45
1710,Sigourney Weaver,Jon Amiel,15
10139,Sean Penn,Gus Van Sant,13
335778,Tom Felton,Kevin Reynolds,30
9645,Gabriel Byrne,Steve Beck,11
617,Matt Dillon,John McNaughton,34
48289,Helen Mirren,John Madden,9
38303,Kristen Bell,Andy Fickman,15
14043,Emma Roberts,Andrew Fleming,28
19901,Ethan Hawke,Michael Spierig,16
59860,Selena Gomez,Thomas Bezucha,16
10069,Jon Foster,William Brent Bell,20
10115,Jeff Bridges,Jessica Bendinger,21
25132,Jimmy Bennett,Robert Rodriguez,29
577,Nicole Kidman,Gus Van Sant,14
328387,Emma Roberts,Henry Joost,22
12690,Viggo Mortensen,Ed Harris,14
9945,James Woods,John Carpenter,12
539,Anthony Perkins,Alfred Hitchcock,30
526,Matthew Broderick,Richard Donner,15
22796,Jim Carrey,Mark Steven Johnson,5
470,Sean Penn,Alejandro Gonz lez I  rritu,27
15644,Cole Hauser,Paul Abascal,10
9582,Jason Lee,Chris Koch,16
10642,Jason Biggs,Amy Heckerling,16
4597,Columbus Short,Nimr d Antal,16
81796,Guy Pearce,Stephen St  Leger,13
10710,Ben Stiller,Barry Levinson,42
15070,Wesley Snipes,Walter Hill,21
12797,Ricky Gervais,David Koepp,24
17134,John Cena,Renny Harlin,61
41402,Kodi Smit McPhee,Matt Reeves,24
146198,Casey Affleck,John Hillcoat,27
295964,Bradley Cooper,John Wells,15
9074,Samuel L  Jackson,Les Mayfield,23
24432,Daniel Tay,Frank Passingham,14
10929,Crispin Glover,Glen Morgan,6
46435,Allan Corduner,Mike Leigh,44
256962,Jakob Salvati,Alejandro Monteverde,81
23367,Vanessa Hudgens,Todd Graff,52
10740,Nicole Kidman,Jonathan Glazer,10
14652,Gr gori Derang re,Jean Paul Rappeneau,9
32316,Lisa Kudrow,Richard Benjamin,5
7299,Christian Bale,Kurt Wimmer,19
19457,Mark Wahlberg,James Gray,16
314385,Angelina Jolie,Angelina Jolie,20
8953,Anne Suzuki,Katsuhiro  tomo,7
10448,Jason Scott Lee,Kevin Reynolds,15
13688,Stephen Chow,Stephen Chow,10
44638,Helen Mirren,Julie Taymor,12
241257,Ethan Hawke,Alejandro Amen bar,25
133931,Jeremy Suarez,Wayne Thornley,19
280871,Abhinay Vaddi,Gnana Rajasekaran,24
239897,Melissa Leo,Tom Walsh,8
334074,Pierce Brosnan,James McTeigue,20
52449,Cameron Diaz,Jake Kasdan,45
12150,Al Pacino,Harold Becker,12
4232,David Arquette,Wes Craven,19
694,Jack Nicholson,Stanley Kubrick,12
41210,Jason Bateman,Josh Gordon,20
29427,Timothy Olyphant,Breck Eisner,39
244114,Andy Lau,Alan Yuen,12
2669,Mel Gibson,Roger Donaldson,28
13523,Josh Zuckerman,Sean Anders,11
25195,Amy Adams,Anand Tucker,15
22479,Jennifer Jason Leigh,Robert Altman,8
340611,Logan Lerman,James Schamus,33
2757,Nicolas Cage,Spike Jonze,25
195589,Seth Rogen,Nicholas Stoller,51
854,Jim Carrey,Chuck Russell,16
2280,Tom Hanks,Penny Marshall,15
218043,Nicolas Cage,Vic Armstrong,27
10147,Billy Bob Thornton,Terry Zwigoff,19
106,Arnold Schwarzenegger,John McTiernan,11
279,F  Murray Abraham,Milo  Forman,60
8617,Brittany Snow,Nelson McCormick,23
10625,Lindsay Lohan,Mark Waters,38
194662,Michael Keaton,Alejandro Gonz lez I  rritu,50
9829,J J  Johnson,Paul Greengrass,24
10028,Jessica Alba,Bille Woodruff,21
10535,Leslie Nielsen,Rick Friedberg,38
790,Adrienne Barbeau,John Carpenter,15
43959,AnnaSophia Robb,Sean McNamara,16
10364,Alan Arkin,Mike Nichols,20
1578,Robert De Niro,Martin Scorsese,47
28665,Kay Panabaker,Kevin Tancharoen,8
44115,James Franco,Danny Boyle,29
321697,Michael Fassbender,Danny Boyle,19
11644,John Travolta,Brian De Palma,17
146227,Ethan Hawke,Courtney Solomon,12
18701,Michael Gambon,Istv n Szab ,18
522,Johnny Depp,Tim Burton,68
130150,Josh Brolin,Jason Reitman,19
13809,Mark Strong,Guy Ritchie,17
27380,Barry Bostwick,Hal Needham,13
10549,Kenneth Branagh,Kenneth Branagh,29
396152,Emily Roya O Brien,Zack Ward,4
10017,Charlie Sheen,Mike Marvin,15
11468,Val Kilmer,D J  Caruso,18
43434,Edgar Ram rez,Olivier Assayas,23
332411,John Travolta,Chuck Russell,12
9389,Daniel Craig,Christian Volckman,15
9626,Arnold Schwarzenegger,Richard Fleischer,17
75638,Sigourney Weaver,Rodrigo Cort s,18
8363,Jonah Hill,Greg Mottola,53
290555,Jason Momoa,David Hayter,8
10982,Anne Hathaway,Cory Edwards,15
1620,Timothy Olyphant,Xavier Gens,11
241254,Bruce Willis,Brian A Miller,25
1933,Nicole Kidman,Alejandro Amen bar,13
679,Sigourney Weaver,James Cameron,26
9675,Paul Giamatti,Alexander Payne,18
9988,Erik Stolhanske,Jay Chandrasekhar,26
948,Donald Pleasence,John Carpenter,25
21765,Molly Shannon,John Robert Hoffman,12
7516,Ryan Reynolds,Joe Carnahan,30
38117,Alex Pettyfer,Daniel Barnz,21
13960,T I ,Christian Robinson,14
16028,Laura Regan,Robert Harmon,15
109428,Jane Levy,Fede Alvarez,14
2989,Tippi Hedren,Noel Marshall,9
4032,Anna Chlumsky,Howard Zieff,9
10673,Charlie Sheen,Oliver Stone,95
24226,Paul Newman,Sidney Lumet,17
9285,Breckin Meyer,Todd Phillips,17
74643,Jean Dujardin,Michel Hazanavicius,69
13788,Odette Annable,David S  Goyer,13
16161,Tyrese Gibson,John Singleton,11
10956,David Spade,Dennie Gordon,18
4638,Simon Pegg,Edgar Wright,45
13972,Cloris Leachman,Diane English,11
30890,Woody Allen,Woody Allen,23
23169,Robert Pattinson,Allen Coulter,17
17403,Mandy Moore,Clare Kilner,14
18475,Ja Rule,Lance Rivera,6
40160,Sean Connery,Ronald Neame,22
18074,Gwyneth Paltrow,Bruce Paltrow,6
8009,Christopher Lambert,Russell Mulcahy,16
8854,Shaquille O Neal,Kenneth Johnson,30
68727,James McAvoy,Danny Boyle,15
12657,Tom Arnold,Jessy Terrero,33
12410,Viggo Mortensen,Vicente Amorim,5
73935,Alicia Silverstone,Amy Heckerling,20
185567,Orlando Bloom,J r me Salle,18
16351,Simon Abkarian,Atom Egoyan,13
38717,Jim Caviezel,William Bindley,13
18777,Ray Liotta,Wayne Beach,5
2110,Jean Reno,G rard Krawczyk,29
9035,Nathan Fillion,James Gunn,14
771,Macaulay Culkin,Chris Columbus,31
9576,Dustin Hoffman,Sydney Pollack,45
744,Tom Cruise,Tony Scott,15
9493,Arnold Schwarzenegger,Ivan Reitman,52
33196,Park Joong hoon,Yoon Je kyoon,13
132232,Jessica Chastain,Andy Muschietti,7
208134,Johnny Knoxville,Jeff Tremaine,9
1165,Helen Mirren,Stephen Frears,29
4011,Geena Davis,Tim Burton,28
586,Dustin Hoffman,Barry Levinson,16
134411,Dwayne Johnson,Ric Roman Waugh,22
287903,Adam Scott,Michael Dougherty,21
9276,Jordana Brewster,Robert Rodriguez,33
2142,Sylvester Stallone,James Mangold,21
11478,Joshua Jackson,Rob Cohen,17
228970,Reese Witherspoon,Jean Marc Vall e,57
64690,Ryan Gosling,Nicolas Winding Refn,25
9100,Robin Tunney,Andrew Fleming,15
116,Jonathan Rhys Meyers,Woody Allen,30
14012,Tim McGraw,Michael Mayer,8
8975,John Cena,John Bonito,10
342521,Jordan Peele,Peter Atencio,29
11495,David Keith,Mark L  Lester,15
37003,Bono,Mark Pellington,4
13816,Andr  Benjamin,Bryan Barber,25
51828,Anne Hathaway,Lone Scherfig,31
22798,Ellen Page,Drew Barrymore,20
10743,Edward Burns,James Foley,21
37718,Albert Brooks,Albert Brooks,13
15237,Kevin Kline,Irwin Winkler,21
12257,Drew Barrymore,Dean Parisot,8
68,Jonathan Pryce,Terry Gilliam,22
4911,Kurt Russell,Ron Shelton,17
9557,Cuba Gooding Jr ,Mort Nathan,13
18276,Luke Wilson,Wil Shriner,10
8321,Colin Farrell,Martin McDonagh,24
72359,Craig Robinson,Tina Gordon Chism,10
10186,Rainn Wilson,Peter Cattaneo,22
25704,Alexis Bledel,Vicky Jenson,31
6552,Devon Sawa,Rodman Flender,25
112430,Chris O Donnell,Mikael Salomon,10
